OpenROAD v2.0-17013-gf7f634f88 
Features included (+) or not (-): +Charts +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[INFO ORD-0030] Using 32 thread(s).
[WARNING PDN-0231] pll is not connected to any power/ground nets.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_520/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_520/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_519/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_519/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_518/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_518/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_517/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_517/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_516/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_516/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_515/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_515/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_514/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_514/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_513/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_513/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_512/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_512/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_511/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_511/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_510/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_510/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_509/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_509/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_508/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_508/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_507/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_507/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_506/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_506/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_505/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_505/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_504/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_504/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_503/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_503/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_502/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_502/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_501/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_501/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_500/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_500/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_499/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_499/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_498/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_498/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_497/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_6_497/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_496/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_496/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_495/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_495/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_494/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_494/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_493/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_493/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_492/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_492/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_491/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_491/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_490/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_490/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_489/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_489/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_488/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_488/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_487/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_487/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_486/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_486/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_485/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_485/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_484/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_484/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_483/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_483/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_482/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_482/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_481/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_481/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_480/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_480/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_479/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_479/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_478/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_478/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_477/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_477/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_476/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_476/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_475/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_475/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_474/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_474/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_473/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_473/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_472/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_472/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_471/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_471/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_470/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_470/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_469/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_469/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_468/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_468/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_467/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_467/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_466/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_466/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_465/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_465/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_464/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_464/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_463/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_463/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_462/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_462/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_461/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_461/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_460/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_460/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_459/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_459/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_458/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_458/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_457/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_457/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_456/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_456/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_455/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_455/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_454/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_454/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_453/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_453/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_452/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_452/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_451/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_451/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_450/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_450/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_449/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_449/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_448/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_448/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_447/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_447/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_446/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_446/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_445/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_445/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_444/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_444/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_443/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_443/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_442/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_442/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_441/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_441/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_440/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_440/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_439/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_439/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_438/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_438/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_437/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_437/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_436/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_436/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_435/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_435/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_434/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_434/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_433/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_433/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_432/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_432/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_431/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_431/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_430/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_430/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_429/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_429/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_428/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_428/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_427/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_427/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_426/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_5_426/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_425/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_425/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_424/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_424/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_423/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_423/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_422/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_422/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_421/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_421/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_420/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_420/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_419/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_419/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_418/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_418/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_417/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_417/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_416/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_416/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_415/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_415/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_414/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_414/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_413/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_413/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_412/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_412/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_411/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_411/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_410/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_410/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_409/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_409/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_408/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_408/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_407/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_407/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_406/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_406/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_405/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_405/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_404/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_404/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_403/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_403/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_402/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_402/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_401/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_401/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_400/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_400/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_399/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_399/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_398/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_398/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_397/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_397/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_396/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_396/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_395/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_395/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_394/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_394/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_393/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_393/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_392/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_392/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_391/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_391/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_390/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_390/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_389/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_389/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_388/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_388/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_387/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_387/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_386/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_386/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_385/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_385/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_384/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_384/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_383/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_383/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_382/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_382/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_381/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_381/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_380/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_380/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_379/VGND is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_379/VPWR is not connected to any net.
[WARNING PDN-0189] Supply pin TAP_TAPCELL_ROW_4_378/VGND is not connected to any net.
